family	# chemicals	# family specific chemicals	# med plants	# plants in fam	plants in fam
ncbitaxon:51510	1	0	0	1	['ncbitaxon:140576']
ncbitaxon:74539	12	7	0	1	['ncbitaxon:56933']
ncbitaxon:24079	1167	303	29	80	['ncbitaxon:69904', 'ncbitaxon:1835392', 'ncbitaxon:2364052', 'ncbitaxon:108594', 'ncbitaxon:429696', 'ncbitaxon:83945', 'ncbitaxon:1277294', 'ncbitaxon:1090621', 'ncbitaxon:429709', 'ncbitaxon:1129722', 'ncbitaxon:291328', 'ncbitaxon:354045', 'ncbitaxon:1776918', 'ncbitaxon:2604116', 'ncbitaxon:353936', 'ncbitaxon:211924', 'ncbitaxon:185774', 'ncbitaxon:353934', 'ncbitaxon:353957', 'ncbitaxon:429699', 'ncbitaxon:354015', 'ncbitaxon:680237', 'ncbitaxon:1401050', 'ncbitaxon:211926', 'ncbitaxon:429671', 'ncbitaxon:1378001', 'ncbitaxon:260312', 'ncbitaxon:429685', 'ncbitaxon:680227', 'ncbitaxon:354063', 'ncbitaxon:83943', 'ncbitaxon:2604127', 'ncbitaxon:291310', 'ncbitaxon:353996', 'ncbitaxon:39337', 'ncbitaxon:2687269', 'ncbitaxon:1354278', 'ncbitaxon:291319', 'ncbitaxon:429689', 'ncbitaxon:680229', 'ncbitaxon:1125401', 'ncbitaxon:1818594', 'ncbitaxon:265493', 'ncbitaxon:1548301', 'ncbitaxon:291322', 'ncbitaxon:429701', 'ncbitaxon:140035', 'ncbitaxon:291311', 'ncbitaxon:429707', 'ncbitaxon:2687262', 'ncbitaxon:353946', 'ncbitaxon:291312', 'ncbitaxon:265497', 'ncbitaxon:70070', 'ncbitaxon:354022', 'ncbitaxon:353935', 'ncbitaxon:291309', 'ncbitaxon:1818589', 'ncbitaxon:1504201', 'ncbitaxon:1237820', 'ncbitaxon:83949', 'ncbitaxon:73871', 'ncbitaxon:1401049', 'ncbitaxon:39382', 'ncbitaxon:228396', 'ncbitaxon:429687', 'ncbitaxon:1489749', 'ncbitaxon:2708984', 'ncbitaxon:83951', 'ncbitaxon:69902', 'ncbitaxon:291324', 'ncbitaxon:429669', 'ncbitaxon:2708893', 'ncbitaxon:354032', 'ncbitaxon:393541', 'ncbitaxon:2029556', 'ncbitaxon:85179', 'ncbitaxon:83937', 'ncbitaxon:429681', 'ncbitaxon:353977']
ncbitaxon:3427	94	25	3	8	['ncbitaxon:13419', 'ncbitaxon:212734', 'ncbitaxon:3430', 'ncbitaxon:300218', 'ncbitaxon:3429', 'ncbitaxon:262280', 'ncbitaxon:3431', 'ncbitaxon:13573']
ncbitaxon:26468	786	169	5	59	['ncbitaxon:1603838', 'ncbitaxon:1040856', 'ncbitaxon:1040932', 'ncbitaxon:1040889', 'ncbitaxon:1241776', 'ncbitaxon:1040910', 'ncbitaxon:1040928', 'ncbitaxon:1040897', 'ncbitaxon:1040936', 'ncbitaxon:1040930', 'ncbitaxon:1040895', 'ncbitaxon:494576', 'ncbitaxon:1040884', 'ncbitaxon:85835', 'ncbitaxon:1040865', 'ncbitaxon:1040855', 'ncbitaxon:1040891', 'ncbitaxon:1040870', 'ncbitaxon:1037789', 'ncbitaxon:1040881', 'ncbitaxon:992791', 'ncbitaxon:1040906', 'ncbitaxon:1040931', 'ncbitaxon:992790', 'ncbitaxon:1040911', 'ncbitaxon:1040854', 'ncbitaxon:28543', 'ncbitaxon:597414', 'ncbitaxon:1040943', 'ncbitaxon:1241807', 'ncbitaxon:84953', 'ncbitaxon:1343448', 'ncbitaxon:1040942', 'ncbitaxon:1040922', 'ncbitaxon:99302', 'ncbitaxon:28545', 'ncbitaxon:61950', 'ncbitaxon:1040886', 'ncbitaxon:1040860', 'ncbitaxon:1040892', 'ncbitaxon:1040913', 'ncbitaxon:1040935', 'ncbitaxon:1040919', 'ncbitaxon:1040898', 'ncbitaxon:1040887', 'ncbitaxon:1040878', 'ncbitaxon:1040857', 'ncbitaxon:60095', 'ncbitaxon:1040867', 'ncbitaxon:1040879', 'ncbitaxon:379297', 'ncbitaxon:2292749', 'ncbitaxon:1037790', 'ncbitaxon:1037791', 'ncbitaxon:403120', 'ncbitaxon:1040842', 'ncbitaxon:1040905', 'ncbitaxon:1618122', 'ncbitaxon:84944']
ncbitaxon:4360	178	5	6	14	['ncbitaxon:463625', 'ncbitaxon:4362', 'ncbitaxon:173386', 'ncbitaxon:16682', 'ncbitaxon:173423', 'ncbitaxon:16680', 'ncbitaxon:173422', 'ncbitaxon:173410', 'ncbitaxon:4369', 'ncbitaxon:16679', 'ncbitaxon:4366', 'ncbitaxon:4364', 'ncbitaxon:1632261', 'ncbitaxon:16681']
ncbitaxon:85275	47	5	0	2	['ncbitaxon:85277', 'ncbitaxon:167472']
ncbitaxon:4619	119	12	1	3	['ncbitaxon:1765318', 'ncbitaxon:210060', 'ncbitaxon:94365']
ncbitaxon:4313	29	24	0	4	['ncbitaxon:1390545', 'ncbitaxon:1679376', 'ncbitaxon:692133', 'ncbitaxon:2708796']
ncbitaxon:2682471	4	1	0	1	['ncbitaxon:1486889']
ncbitaxon:26958	108	3	2	18	['ncbitaxon:202615', 'ncbitaxon:28546', 'ncbitaxon:415761', 'ncbitaxon:415827', 'ncbitaxon:265230', 'ncbitaxon:415804', 'ncbitaxon:415813', 'ncbitaxon:415822', 'ncbitaxon:415841', 'ncbitaxon:415795', 'ncbitaxon:264972', 'ncbitaxon:630722', 'ncbitaxon:415828', 'ncbitaxon:415793', 'ncbitaxon:415773', 'ncbitaxon:415816', 'ncbitaxon:415814', 'ncbitaxon:415819']
ncbitaxon:40029	495	149	8	19	['ncbitaxon:40031', 'ncbitaxon:106616', 'ncbitaxon:172013', 'ncbitaxon:1237416', 'ncbitaxon:61149', 'ncbitaxon:61147', 'ncbitaxon:1237418', 'ncbitaxon:98584', 'ncbitaxon:98588', 'ncbitaxon:106626', 'ncbitaxon:106618', 'ncbitaxon:106621', 'ncbitaxon:39984', 'ncbitaxon:61143', 'ncbitaxon:106625', 'ncbitaxon:106620', 'ncbitaxon:61141', 'ncbitaxon:106623', 'ncbitaxon:106617']
ncbitaxon:3563	466	104	23	42	['ncbitaxon:1799555', 'ncbitaxon:451948', 'ncbitaxon:543011', 'ncbitaxon:217251', 'ncbitaxon:124768', 'ncbitaxon:28502', 'ncbitaxon:217250', 'ncbitaxon:2152781', 'ncbitaxon:217685', 'ncbitaxon:451943', 'ncbitaxon:221762', 'ncbitaxon:1193840', 'ncbitaxon:240039', 'ncbitaxon:240009', 'ncbitaxon:384660', 'ncbitaxon:29722', 'ncbitaxon:240005', 'ncbitaxon:221766', 'ncbitaxon:124761', 'ncbitaxon:1611269', 'ncbitaxon:124765', 'ncbitaxon:1591070', 'ncbitaxon:169210', 'ncbitaxon:221778', 'ncbitaxon:221775', 'ncbitaxon:221785', 'ncbitaxon:292353', 'ncbitaxon:46112', 'ncbitaxon:1004392', 'ncbitaxon:384659', 'ncbitaxon:122292', 'ncbitaxon:124763', 'ncbitaxon:2099736', 'ncbitaxon:327016', 'ncbitaxon:46114', 'ncbitaxon:381410', 'ncbitaxon:117272', 'ncbitaxon:451963', 'ncbitaxon:56196', 'ncbitaxon:1167232', 'ncbitaxon:3567', 'ncbitaxon:2152776']
ncbitaxon:3963	214	12	6	15	['ncbitaxon:1069580', 'ncbitaxon:50142', 'ncbitaxon:1874136', 'ncbitaxon:227903', 'ncbitaxon:364699', 'ncbitaxon:1026953', 'ncbitaxon:160049', 'ncbitaxon:1248967', 'ncbitaxon:50169', 'ncbitaxon:227894', 'ncbitaxon:364682', 'ncbitaxon:1146880', 'ncbitaxon:2596929', 'ncbitaxon:50140', 'ncbitaxon:227909']
ncbitaxon:22300	6	2	0	1	['ncbitaxon:13535']
ncbitaxon:25692	127	49	2	10	['ncbitaxon:253017', 'ncbitaxon:253054', 'ncbitaxon:252972', 'ncbitaxon:127139', 'ncbitaxon:55378', 'ncbitaxon:35940', 'ncbitaxon:342012', 'ncbitaxon:127142', 'ncbitaxon:63779', 'ncbitaxon:127129']
ncbitaxon:25926	20	7	0	2	['ncbitaxon:55448', 'ncbitaxon:29652']
ncbitaxon:2558916	16	13	0	1	['ncbitaxon:70214']
ncbitaxon:42228	328	80	3	3	['ncbitaxon:55184', 'ncbitaxon:123564', 'ncbitaxon:4465']
ncbitaxon:26339	852	289	15	71	['ncbitaxon:58979', 'ncbitaxon:915440', 'ncbitaxon:2050662', 'ncbitaxon:481050', 'ncbitaxon:323702', 'ncbitaxon:58968', 'ncbitaxon:1407629', 'ncbitaxon:207932', 'ncbitaxon:481018', 'ncbitaxon:93026', 'ncbitaxon:481118', 'ncbitaxon:323699', 'ncbitaxon:995800', 'ncbitaxon:93018', 'ncbitaxon:198820', 'ncbitaxon:203638', 'ncbitaxon:58984', 'ncbitaxon:34213', 'ncbitaxon:152755', 'ncbitaxon:148530', 'ncbitaxon:585827', 'ncbitaxon:2050664', 'ncbitaxon:481056', 'ncbitaxon:29817', 'ncbitaxon:585811', 'ncbitaxon:1210477', 'ncbitaxon:152754', 'ncbitaxon:995810', 'ncbitaxon:585813', 'ncbitaxon:1007786', 'ncbitaxon:93014', 'ncbitaxon:1407630', 'ncbitaxon:198826', 'ncbitaxon:481083', 'ncbitaxon:481057', 'ncbitaxon:481051', 'ncbitaxon:82528', 'ncbitaxon:1142941', 'ncbitaxon:58950', 'ncbitaxon:34205', 'ncbitaxon:1210469', 'ncbitaxon:292531', 'ncbitaxon:148544', 'ncbitaxon:198824', 'ncbitaxon:198827', 'ncbitaxon:49752', 'ncbitaxon:198816', 'ncbitaxon:82213', 'ncbitaxon:1871461', 'ncbitaxon:476176', 'ncbitaxon:501383', 'ncbitaxon:867926', 'ncbitaxon:198813', 'ncbitaxon:122950', 'ncbitaxon:114617', 'ncbitaxon:1007731', 'ncbitaxon:292518', 'ncbitaxon:200491', 'ncbitaxon:1592172', 'ncbitaxon:122946', 'ncbitaxon:995802', 'ncbitaxon:585815', 'ncbitaxon:292520', 'ncbitaxon:58944', 'ncbitaxon:198821', 'ncbitaxon:1273557', 'ncbitaxon:585812', 'ncbitaxon:481125', 'ncbitaxon:995801', 'ncbitaxon:1053288', 'ncbitaxon:1037036']
ncbitaxon:3282	14	1	2	3	['ncbitaxon:3284', 'ncbitaxon:32158', 'ncbitaxon:90693']
ncbitaxon:3745	3568	655	108	300	['ncbitaxon:140997', 'ncbitaxon:3756', 'ncbitaxon:148910', 'ncbitaxon:396735', 'ncbitaxon:321607', 'ncbitaxon:106565', 'ncbitaxon:140654', 'ncbitaxon:193305', 'ncbitaxon:3765', 'ncbitaxon:74652', 'ncbitaxon:421247', 'ncbitaxon:151430', 'ncbitaxon:291166', 'ncbitaxon:409512', 'ncbitaxon:193309', 'ncbitaxon:2697232', 'ncbitaxon:1826781', 'ncbitaxon:1184125', 'ncbitaxon:1769921', 'ncbitaxon:714495', 'ncbitaxon:378228', 'ncbitaxon:75062', 'ncbitaxon:690335', 'ncbitaxon:281911', 'ncbitaxon:137454', 'ncbitaxon:654620', 'ncbitaxon:667254', 'ncbitaxon:1082504', 'ncbitaxon:57912', 'ncbitaxon:32247', 'ncbitaxon:97325', 'ncbitaxon:35969', 'ncbitaxon:3750', 'ncbitaxon:36599', 'ncbitaxon:97320', 'ncbitaxon:74636', 'ncbitaxon:379279', 'ncbitaxon:102107', 'ncbitaxon:416292', 'ncbitaxon:691236', 'ncbitaxon:106546', 'ncbitaxon:57936', 'ncbitaxon:267261', 'ncbitaxon:74631', 'ncbitaxon:3760', 'ncbitaxon:75085', 'ncbitaxon:281887', 'ncbitaxon:237596', 'ncbitaxon:59495', 'ncbitaxon:416290', 'ncbitaxon:52523', 'ncbitaxon:616965', 'ncbitaxon:137737', 'ncbitaxon:74632', 'ncbitaxon:32242', 'ncbitaxon:74630', 'ncbitaxon:436086', 'ncbitaxon:148888', 'ncbitaxon:616954', 'ncbitaxon:122122', 'ncbitaxon:190223', 'ncbitaxon:1143241', 'ncbitaxon:57940', 'ncbitaxon:74654', 'ncbitaxon:32220', 'ncbitaxon:57918', 'ncbitaxon:1165904', 'ncbitaxon:1143213', 'ncbitaxon:690342', 'ncbitaxon:1143234', 'ncbitaxon:1851000', 'ncbitaxon:396730', 'ncbitaxon:714473', 'ncbitaxon:32246', 'ncbitaxon:23206', 'ncbitaxon:211815', 'ncbitaxon:36618', 'ncbitaxon:478333', 'ncbitaxon:97321', 'ncbitaxon:1572675', 'ncbitaxon:409519', 'ncbitaxon:409510', 'ncbitaxon:141005', 'ncbitaxon:106549', 'ncbitaxon:455099', 'ncbitaxon:57935', 'ncbitaxon:2520637', 'ncbitaxon:3747', 'ncbitaxon:743733', 'ncbitaxon:75091', 'ncbitaxon:137456', 'ncbitaxon:298644', 'ncbitaxon:396733', 'ncbitaxon:691244', 'ncbitaxon:140311', 'ncbitaxon:140999', 'ncbitaxon:416296', 'ncbitaxon:1608497', 'ncbitaxon:97319', 'ncbitaxon:59498', 'ncbitaxon:281910', 'ncbitaxon:57921', 'ncbitaxon:195662', 'ncbitaxon:75096', 'ncbitaxon:714505', 'ncbitaxon:36606', 'ncbitaxon:2743669', 'ncbitaxon:674468', 'ncbitaxon:190226', 'ncbitaxon:97306', 'ncbitaxon:57917', 'ncbitaxon:1155249', 'ncbitaxon:510719', 'ncbitaxon:378224', 'ncbitaxon:140996', 'ncbitaxon:416285', 'ncbitaxon:140993', 'ncbitaxon:57933', 'ncbitaxon:1176516', 'ncbitaxon:129217', 'ncbitaxon:36596', 'ncbitaxon:186521', 'ncbitaxon:194545', 'ncbitaxon:409506', 'ncbitaxon:137452', 'ncbitaxon:120385', 'ncbitaxon:690308', 'ncbitaxon:144562', 'ncbitaxon:137441', 'ncbitaxon:455101', 'ncbitaxon:746468', 'ncbitaxon:321593', 'ncbitaxon:151439', 'ncbitaxon:321608', 'ncbitaxon:128735', 'ncbitaxon:36594', 'ncbitaxon:1546436', 'ncbitaxon:434060', 'ncbitaxon:416302', 'ncbitaxon:510735', 'ncbitaxon:148895', 'ncbitaxon:616964', 'ncbitaxon:690309', 'ncbitaxon:2497809', 'ncbitaxon:75089', 'ncbitaxon:23211', 'ncbitaxon:140655', 'ncbitaxon:101007', 'ncbitaxon:42229', 'ncbitaxon:3751', 'ncbitaxon:88123', 'ncbitaxon:32221', 'ncbitaxon:401069', 'ncbitaxon:765745', 'ncbitaxon:714648', 'ncbitaxon:309828', 'ncbitaxon:106548', 'ncbitaxon:298643', 'ncbitaxon:148894', 'ncbitaxon:2761762', 'ncbitaxon:398295', 'ncbitaxon:141000', 'ncbitaxon:140652', 'ncbitaxon:124693', 'ncbitaxon:74635', 'ncbitaxon:59496', 'ncbitaxon:151421', 'ncbitaxon:137457', 'ncbitaxon:487745', 'ncbitaxon:57926', 'ncbitaxon:59492', 'ncbitaxon:75113', 'ncbitaxon:1184610', 'ncbitaxon:661363', 'ncbitaxon:176136', 'ncbitaxon:141002', 'ncbitaxon:137445', 'ncbitaxon:3752', 'ncbitaxon:283210', 'ncbitaxon:1926489', 'ncbitaxon:416286', 'ncbitaxon:117262', 'ncbitaxon:105667', 'ncbitaxon:32227', 'ncbitaxon:281856', 'ncbitaxon:13044', 'ncbitaxon:148883', 'ncbitaxon:649271', 'ncbitaxon:32237', 'ncbitaxon:2082031', 'ncbitaxon:1143218', 'ncbitaxon:151440', 'ncbitaxon:321599', 'ncbitaxon:106570', 'ncbitaxon:667264', 'ncbitaxon:32228', 'ncbitaxon:552838', 'ncbitaxon:32217', 'ncbitaxon:74629', 'ncbitaxon:420769', 'ncbitaxon:36593', 'ncbitaxon:510738', 'ncbitaxon:281875', 'ncbitaxon:416280', 'ncbitaxon:210859', 'ncbitaxon:2720245', 'ncbitaxon:357459', 'ncbitaxon:133202', 'ncbitaxon:1770154', 'ncbitaxon:36610', 'ncbitaxon:36597', 'ncbitaxon:57919', 'ncbitaxon:36622', 'ncbitaxon:32230', 'ncbitaxon:1045177', 'ncbitaxon:74656', 'ncbitaxon:57948', 'ncbitaxon:74645', 'ncbitaxon:193307', 'ncbitaxon:210858', 'ncbitaxon:106566', 'ncbitaxon:661339', 'ncbitaxon:193312', 'ncbitaxon:176135', 'ncbitaxon:117265', 'ncbitaxon:510734', 'ncbitaxon:2291159', 'ncbitaxon:3758', 'ncbitaxon:1826188', 'ncbitaxon:170480', 'ncbitaxon:1609890', 'ncbitaxon:32249', 'ncbitaxon:148897', 'ncbitaxon:356590', 'ncbitaxon:32245', 'ncbitaxon:2066563', 'ncbitaxon:75067', 'ncbitaxon:193303', 'ncbitaxon:36616', 'ncbitaxon:138912', 'ncbitaxon:74648', 'ncbitaxon:114937', 'ncbitaxon:1770161', 'ncbitaxon:1055022', 'ncbitaxon:97305', 'ncbitaxon:117261', 'ncbitaxon:32239', 'ncbitaxon:3755', 'ncbitaxon:32216', 'ncbitaxon:74649', 'ncbitaxon:117266', 'ncbitaxon:510746', 'ncbitaxon:232787', 'ncbitaxon:667246', 'ncbitaxon:32225', 'ncbitaxon:75065', 'ncbitaxon:170482', 'ncbitaxon:75079', 'ncbitaxon:23207', 'ncbitaxon:1813505', 'ncbitaxon:225117', 'ncbitaxon:57943', 'ncbitaxon:298646', 'ncbitaxon:409511', 'ncbitaxon:32219', 'ncbitaxon:470525', 'ncbitaxon:32248', 'ncbitaxon:416291', 'ncbitaxon:309823', 'ncbitaxon:416279', 'ncbitaxon:32250', 'ncbitaxon:3759', 'ncbitaxon:320146', 'ncbitaxon:216037', 'ncbitaxon:52536', 'ncbitaxon:106556', 'ncbitaxon:983189', 'ncbitaxon:75099', 'ncbitaxon:137458', 'ncbitaxon:3767', 'ncbitaxon:97307', 'ncbitaxon:409520', 'ncbitaxon:97323', 'ncbitaxon:35968', 'ncbitaxon:398531', 'ncbitaxon:32251', 'ncbitaxon:690320', 'ncbitaxon:59497', 'ncbitaxon:1619541', 'ncbitaxon:401067', 'ncbitaxon:281893', 'ncbitaxon:36624', 'ncbitaxon:141007', 'ncbitaxon:32243', 'ncbitaxon:409517', 'ncbitaxon:396739', 'ncbitaxon:2071428', 'ncbitaxon:416289', 'ncbitaxon:267229', 'ncbitaxon:309349']
ncbitaxon:255981	4	0	0	2	['ncbitaxon:256012', 'ncbitaxon:255983']
ncbitaxon:441548	10	5	0	2	['ncbitaxon:350575', 'ncbitaxon:681446']
ncbitaxon:404319	3	0	0	2	['ncbitaxon:98356', 'ncbitaxon:213177']
ncbitaxon:29585	207	25	1	8	['ncbitaxon:2729092', 'ncbitaxon:3197', 'ncbitaxon:1265929', 'ncbitaxon:56867', 'ncbitaxon:53027', 'ncbitaxon:93925', 'ncbitaxon:349376', 'ncbitaxon:2078533']
ncbitaxon:24943	340	155	9	17	['ncbitaxon:40698', 'ncbitaxon:40717', 'ncbitaxon:35924', 'ncbitaxon:40707', 'ncbitaxon:40708', 'ncbitaxon:40709', 'ncbitaxon:40716', 'ncbitaxon:45171', 'ncbitaxon:40722', 'ncbitaxon:459177', 'ncbitaxon:40705', 'ncbitaxon:459178', 'ncbitaxon:459176', 'ncbitaxon:62886', 'ncbitaxon:459179', 'ncbitaxon:40699', 'ncbitaxon:13626']
ncbitaxon:53020	41	20	0	3	['ncbitaxon:53022', 'ncbitaxon:95765', 'ncbitaxon:588666']
ncbitaxon:4206	673	185	15	44	['ncbitaxon:1127650', 'ncbitaxon:237958', 'ncbitaxon:237954', 'ncbitaxon:237959', 'ncbitaxon:237931', 'ncbitaxon:57009', 'ncbitaxon:61591', 'ncbitaxon:432678', 'ncbitaxon:237930', 'ncbitaxon:237933', 'ncbitaxon:237950', 'ncbitaxon:237938', 'ncbitaxon:4202', 'ncbitaxon:436500', 'ncbitaxon:349481', 'ncbitaxon:4203', 'ncbitaxon:28503', 'ncbitaxon:57203', 'ncbitaxon:453244', 'ncbitaxon:1190424', 'ncbitaxon:237951', 'ncbitaxon:237940', 'ncbitaxon:45463', 'ncbitaxon:1127644', 'ncbitaxon:4208', 'ncbitaxon:57008', 'ncbitaxon:1127664', 'ncbitaxon:47689', 'ncbitaxon:1127642', 'ncbitaxon:237932', 'ncbitaxon:1127658', 'ncbitaxon:237937', 'ncbitaxon:237943', 'ncbitaxon:349480', 'ncbitaxon:237946', 'ncbitaxon:237962', 'ncbitaxon:1045194', 'ncbitaxon:179996', 'ncbitaxon:224736', 'ncbitaxon:180062', 'ncbitaxon:1444319', 'ncbitaxon:85293', 'ncbitaxon:237945', 'ncbitaxon:237942']
ncbitaxon:63081	40	4	0	2	['ncbitaxon:169278', 'ncbitaxon:63102']
ncbitaxon:63070	79	65	0	15	['ncbitaxon:714096', 'ncbitaxon:714105', 'ncbitaxon:714107', 'ncbitaxon:714098', 'ncbitaxon:122297', 'ncbitaxon:714108', 'ncbitaxon:63089', 'ncbitaxon:714097', 'ncbitaxon:714102', 'ncbitaxon:714095', 'ncbitaxon:714099', 'ncbitaxon:122296', 'ncbitaxon:714100', 'ncbitaxon:122295', 'ncbitaxon:714094']
ncbitaxon:3629	1756	359	70	137	['ncbitaxon:193163', 'ncbitaxon:140964', 'ncbitaxon:1170222', 'ncbitaxon:190243', 'ncbitaxon:183298', 'ncbitaxon:446321', 'ncbitaxon:2291659', 'ncbitaxon:455045', 'ncbitaxon:241597', 'ncbitaxon:82398', 'ncbitaxon:1930050', 'ncbitaxon:577011', 'ncbitaxon:108344', 'ncbitaxon:3634', 'ncbitaxon:493992', 'ncbitaxon:2647999', 'ncbitaxon:183268', 'ncbitaxon:210143', 'ncbitaxon:69111', 'ncbitaxon:2709013', 'ncbitaxon:96480', 'ncbitaxon:446348', 'ncbitaxon:108455', 'ncbitaxon:263848', 'ncbitaxon:93756', 'ncbitaxon:1109428', 'ncbitaxon:108377', 'ncbitaxon:439925', 'ncbitaxon:360610', 'ncbitaxon:190248', 'ncbitaxon:82423', 'ncbitaxon:82402', 'ncbitaxon:1833796', 'ncbitaxon:133565', 'ncbitaxon:3631', 'ncbitaxon:307243', 'ncbitaxon:93794', 'ncbitaxon:343497', 'ncbitaxon:1663613', 'ncbitaxon:121718', 'ncbitaxon:195802', 'ncbitaxon:644191', 'ncbitaxon:93780', 'ncbitaxon:108881', 'ncbitaxon:1833801', 'ncbitaxon:1806755', 'ncbitaxon:183220', 'ncbitaxon:172266', 'ncbitaxon:2984608', 'ncbitaxon:34278', 'ncbitaxon:415523', 'ncbitaxon:197124', 'ncbitaxon:93760', 'ncbitaxon:82457', 'ncbitaxon:358697', 'ncbitaxon:1812452', 'ncbitaxon:66669', 'ncbitaxon:493991', 'ncbitaxon:2762111', 'ncbitaxon:108380', 'ncbitaxon:446322', 'ncbitaxon:758697', 'ncbitaxon:108357', 'ncbitaxon:2695409', 'ncbitaxon:1194224', 'ncbitaxon:108362', 'ncbitaxon:183277', 'ncbitaxon:82408', 'ncbitaxon:1357591', 'ncbitaxon:108885', 'ncbitaxon:29729', 'ncbitaxon:145745', 'ncbitaxon:183231', 'ncbitaxon:588205', 'ncbitaxon:446324', 'ncbitaxon:1382013', 'ncbitaxon:108884', 'ncbitaxon:183266', 'ncbitaxon:1489482', 'ncbitaxon:93770', 'ncbitaxon:482950', 'ncbitaxon:133573', 'ncbitaxon:65557', 'ncbitaxon:190244', 'ncbitaxon:1051386', 'ncbitaxon:66656', 'ncbitaxon:1898877', 'ncbitaxon:93788', 'ncbitaxon:66668', 'ncbitaxon:145754', 'ncbitaxon:300533', 'ncbitaxon:183259', 'ncbitaxon:992646', 'ncbitaxon:358689', 'ncbitaxon:82431', 'ncbitaxon:117707', 'ncbitaxon:93772', 'ncbitaxon:3635', 'ncbitaxon:183260', 'ncbitaxon:3638', 'ncbitaxon:493990', 'ncbitaxon:2171973', 'ncbitaxon:1522114', 'ncbitaxon:318060', 'ncbitaxon:82382', 'ncbitaxon:1833803', 'ncbitaxon:93784', 'ncbitaxon:2708889', 'ncbitaxon:2508050', 'ncbitaxon:45325', 'ncbitaxon:671526', 'ncbitaxon:82454', 'ncbitaxon:29730', 'ncbitaxon:241598', 'ncbitaxon:117662', 'ncbitaxon:2708766', 'ncbitaxon:108447', 'ncbitaxon:183219', 'ncbitaxon:1489665', 'ncbitaxon:1679331', 'ncbitaxon:69109', 'ncbitaxon:106335', 'ncbitaxon:93759', 'ncbitaxon:140961', 'ncbitaxon:183267', 'ncbitaxon:34274', 'ncbitaxon:455430', 'ncbitaxon:3641', 'ncbitaxon:133581', 'ncbitaxon:1489463', 'ncbitaxon:1127084', 'ncbitaxon:874444', 'ncbitaxon:93802', 'ncbitaxon:2516544', 'ncbitaxon:229543', 'ncbitaxon:332109', 'ncbitaxon:1384607']
ncbitaxon:83221	4	0	1	1	['ncbitaxon:83223']
ncbitaxon:418793	19	11	1	3	['ncbitaxon:159388', 'ncbitaxon:597260', 'ncbitaxon:159374']
ncbitaxon:233880	869	263	30	74	['ncbitaxon:544674', 'ncbitaxon:648869', 'ncbitaxon:577020', 'ncbitaxon:992644', 'ncbitaxon:296042', 'ncbitaxon:319147', 'ncbitaxon:283129', 'ncbitaxon:287979', 'ncbitaxon:1219483', 'ncbitaxon:319611', 'ncbitaxon:296034', 'ncbitaxon:296045', 'ncbitaxon:1009476', 'ncbitaxon:271530', 'ncbitaxon:300987', 'ncbitaxon:577023', 'ncbitaxon:2708717', 'ncbitaxon:271533', 'ncbitaxon:2448164', 'ncbitaxon:271536', 'ncbitaxon:293059', 'ncbitaxon:300975', 'ncbitaxon:319589', 'ncbitaxon:319601', 'ncbitaxon:210340', 'ncbitaxon:1471863', 'ncbitaxon:319563', 'ncbitaxon:319592', 'ncbitaxon:446974', 'ncbitaxon:296044', 'ncbitaxon:2304668', 'ncbitaxon:300998', 'ncbitaxon:1239731', 'ncbitaxon:293057', 'ncbitaxon:577025', 'ncbitaxon:586100', 'ncbitaxon:296033', 'ncbitaxon:319145', 'ncbitaxon:283121', 'ncbitaxon:2708716', 'ncbitaxon:344423', 'ncbitaxon:586089', 'ncbitaxon:293058', 'ncbitaxon:746495', 'ncbitaxon:1357584', 'ncbitaxon:293060', 'ncbitaxon:597304', 'ncbitaxon:746496', 'ncbitaxon:319566', 'ncbitaxon:544978', 'ncbitaxon:2516460', 'ncbitaxon:296036', 'ncbitaxon:566045', 'ncbitaxon:886290', 'ncbitaxon:283087', 'ncbitaxon:271518', 'ncbitaxon:271531', 'ncbitaxon:319561', 'ncbitaxon:283120', 'ncbitaxon:427278', 'ncbitaxon:577015', 'ncbitaxon:283122', 'ncbitaxon:319151', 'ncbitaxon:283108', 'ncbitaxon:296037', 'ncbitaxon:296035', 'ncbitaxon:283133', 'ncbitaxon:301008', 'ncbitaxon:319621', 'ncbitaxon:260718', 'ncbitaxon:271535', 'ncbitaxon:1340045', 'ncbitaxon:344425', 'ncbitaxon:1908408']
ncbitaxon:2282344	64	1	0	2	['ncbitaxon:248352', 'ncbitaxon:255955']
ncbitaxon:63076	6	6	0	1	['ncbitaxon:63091']
ncbitaxon:23040	10	3	0	1	['ncbitaxon:105808']
ncbitaxon:3997	84	16	1	1	['ncbitaxon:3999']
ncbitaxon:75423	4	0	0	1	['ncbitaxon:75425']
ncbitaxon:88918	3	0	0	1	['ncbitaxon:88920']
ncbitaxon:32203	102	0	0	1	['ncbitaxon:108412']
ncbitaxon:32128	5	0	0	3	['ncbitaxon:641165', 'ncbitaxon:866269', 'ncbitaxon:2066561']
ncbitaxon:67404	3	2	0	1	['ncbitaxon:67459']
ncbitaxon:3581	197	65	2	5	['ncbitaxon:46147', 'ncbitaxon:1150923', 'ncbitaxon:107597', 'ncbitaxon:766930', 'ncbitaxon:3583']
ncbitaxon:125031	2	0	0	2	['ncbitaxon:125035', 'ncbitaxon:125033']
